name,category,latitude,longitude,city,borough,street,postal_code,state,region,review_rating,review_count,open_hours,open_hours_monday,open_hours_tuesday,open_hours_wednesday,open_hours_thursday,open_hours_friday,open_hours_saturday,price_range,open_hours_sunday,has_toilet,has_restaurant,wheelchair_accessible,good_for_kids,good_for_kids_birthday,has_parking,has_free_parking,requires_appointment,tickets_in_advance,outdoor_seating,delivery_available,dine_in,great_coffee,great_food,cash_only,google_maps_url,source,popularity_score,destination_id
Kampung Dolikan,Tourist attraction,-7.873172,110.331547,Bantul Regency,"Geblag, Bantul","Dolikan RT 07 , Dukuh",55711,Special Region of Yogyakarta,Yogyakarta,5.0,2,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Kampung+Dolikan/data=!4m7!3m6!1s0x2e7a57c040c01093:0xf4d72c419e930000!8m2!3d-7.8731725!4d110.3315473!16s%2Fg%2F11mv4j5x4p!19sChIJkxDAQMBXei4RAACTnkEs1_Q?authuser=0&hl=en&rclk=1,google_maps,0.6241,0x2e7a57c040c01093_0xf4d72c419e930000
bb_adventurejogja,Tourist attraction,-7.86214,110.328187,Bantul Regency,"Rogoitan, Pendowoharjo, Sewon",48QH+47Q,55186,Special Region of Yogyakarta,Yogyakarta,5.0,11,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/bb_adventurejogja/data=!4m7!3m6!1s0x2e7af92ade3311cd:0xda6e5ae49efcc0b9!8m2!3d-7.8621403!4d110.3281865!16s%2Fg%2F11tsj4xp3b!19sChIJzREz3ir5ei4RucD8nuRabto?authuser=0&hl=en&rclk=1,google_maps,0.6833,0x2e7af92ade3311cd_0xda6e5ae49efcc0b9
Samas Beach,Tourist attraction,-8.005454,110.26516,Bantul Regency,"Dodogan, Srigading, Sanden","X7V8+R37, Jl. Samas",55763,Special Region of Yogyakarta,Yogyakarta,4.3,688,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Samas+Beach/data=!4m7!3m6!1s0x2e7b01eebb8bcd35:0x7aabb437224e8066!8m2!3d-8.0054541!4d110.2651603!16s%2Fg%2F121x71cf!19sChIJNc2Lu-4Bey4RZoBOIje0q3o?authuser=0&hl=en&rclk=1,google_maps,0.743,0x2e7b01eebb8bcd35_0x7aabb437224e8066
Bungas Village,Tourist attraction,-7.916372,110.374561,Bantul Regency,"Barongan, Bantul",,55781,Special Region of Yogyakarta,Yogyakarta,4.5,105,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Bungas+Village/data=!4m7!3m6!1s0x2e7a55abb3c38557:0xda0017ba74bf5298!8m2!3d-7.916372!4d110.3745613!16s%2Fg%2F11df51y1sf!19sChIJV4XDs6tVei4RmFK_dLoXANo?authuser=0&hl=en&rclk=1,google_maps,0.7017,0x2e7a55abb3c38557_0xda0017ba74bf5298
Bukit Bego,Tourist attraction,-7.925735,110.403214,Yogyakarta,,,,Special Region of Yogyakarta,Yogyakarta,4.5,444,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Bukit+Bego/data=!4m7!3m6!1s0x2e7a55c1a34e8e55:0x94dd97ea3e5f9523!8m2!3d-7.925735!4d110.4032139!16s%2Fg%2F11r84dtbrc!19sChIJVY5Oo8FVei4RI5VfPuqX3ZQ?authuser=0&hl=en&rclk=1,google_maps,0.7518,0x2e7a55c1a34e8e55_0x94dd97ea3e5f9523
Lembah Oya Kedungjati,Tourist attraction,-7.958624,110.428943,Bantul Regency,"Kedung Jati, Selopamioro, Imogiri",,55782,Special Region of Yogyakarta,Yogyakarta,4.6,603,,,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Lembah+Oya+Kedungjati/data=!4m7!3m6!1s0x2e7a55edcb562f8b:0x94391114e6f249f4!8m2!3d-7.9586239!4d110.428943!16s%2Fg%2F11k5hzfdt0!19sChIJiy9Wy-1Vei4R9Eny5hQROZQ?authuser=0&hl=en&rclk=1,google_maps,0.7744,0x2e7a55edcb562f8b_0x94391114e6f249f4
Hutan Pinus Pengger,National forest,-7.871204,110.459514,Bantul Regency,"Sendangsari, Terong, Dlingo",Jl. Dlingo-Patuk,55783,Special Region of Yogyakarta,Yogyakarta,4.5,27103,Setiap hari: 8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,,8.00 am–9.00 pm,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Hutan+Pinus+Pengger/data=!4m7!3m6!1s0x2e7a53d8d54f0903:0xf33314fb0104fc60!8m2!3d-7.8712041!4d110.4595144!16s%2Fg%2F11f3cxtg5q!19sChIJAwlP1dhTei4RYPwEAfsUM_M?authuser=0&hl=en&rclk=1,google_maps,0.8946,0x2e7a53d8d54f0903_0xf33314fb0104fc60
Wisata Kali Oya,Tourist attraction,-7.945855,110.426764,Yogyakarta,,,,Special Region of Yogyakarta,Yogyakarta,4.6,56,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Wisata+Kali+Oya/data=!4m7!3m6!1s0x2e7a550be9adccd7:0x43975046437f5f2a!8m2!3d-7.9458555!4d110.4267637!16s%2Fg%2F11g1pp8340!19sChIJ18yt6QtVei4RKl9_Q0ZQl0M?authuser=0&hl=en&rclk=1,google_maps,0.6919,0x2e7a550be9adccd7_0x43975046437f5f2a
Muara Pandansimo,Tourist attraction,-7.983907,110.210456,Bantul Regency,"Ngentak, Poncosari, Srandakan",2685+CRJ,55762,Special Region of Yogyakarta,Yogyakarta,4.3,220,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Muara+Pandansimo/data=!4m7!3m6!1s0x2e7b03005448f887:0xf7841de2c5295eef!8m2!3d-7.9839075!4d110.2104563!16s%2Fg%2F11y54lkn3_!19sChIJh_hIVAADey4R714pxeIdhPc?authuser=0&hl=en&rclk=1,google_maps,0.7034,0x2e7b03005448f887_0xf7841de2c5295eef
Becici Peak,National reserve,-7.901992,110.437381,Bantul Regency,"Gunung Cilik, Muntuk, Dlingo","Gunungcilik, Jl. Margo Mulyo",55783,Special Region of Yogyakarta,Yogyakarta,4.6,17631,Setiap hari: 6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,6.00 am–10.00 pm,,6.00 am–10.00 pm,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Becici+Peak/data=!4m7!3m6!1s0x2e7a531aaaaaaaab:0x6c28149b91ea59f4!8m2!3d-7.9019918!4d110.4373813!16s%2Fg%2F11h2g21vfv!19sChIJq6qqqhpTei4R9FnqkZsUKGw?authuser=0&hl=en&rclk=1,google_maps,0.8917,0x2e7a531aaaaaaaab_0x6c28149b91ea59f4
Seribu Batu Songgo Langit,Tourist attraction,-7.930867,110.430856,Bantul Regency,"Sukorame, Mangunan, Dlingo",Jl. Hutan Pinus Nganjir,55783,Special Region of Yogyakarta,Yogyakarta,4.6,6886,Setiap hari: 6.00 am–7.00 pm,6.00 am–7.00 pm,6.00 am–7.00 pm,6.00 am–7.00 pm,6.00 am–7.00 pm,6.00 am–7.00 pm,6.00 am–7.00 pm,,6.00 am–7.00 pm,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Seribu+Batu+Songgo+Langit/data=!4m7!3m6!1s0x2e7a531be5da247f:0x51f131c4dc279d01!8m2!3d-7.9308668!4d110.4308565!16s%2Fg%2F11gy4zj9hw!19sChIJfyTa5RtTei4RAZ0n3MQx8VE?authuser=0&hl=en&rclk=1,google_maps,0.859,0x2e7a531be5da247f_0x51f131c4dc279d01
Kebun Buah Mangunan,Tourist attraction,-7.940871,110.424535,Bantul Regency,"Sukorame, Mangunan, Dlingo",Jl. Imogiri - Dlingo,55783,Special Region of Yogyakarta,Yogyakarta,4.7,5057,Setiap hari: 5.00 am–5.30 pm,5.00 am–5.30 pm,5.00 am–5.30 pm,5.00 am–5.30 pm,5.00 am–5.30 pm,5.00 am–5.30 pm,5.00 am–5.30 pm,,5.00 am–5.30 pm,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Kebun+Buah+Mangunan/data=!4m7!3m6!1s0x2e7a5366aaaaaaab:0x11765ecd87201338!8m2!3d-7.9408714!4d110.4245352!16s%2Fg%2F11dyxbkz1w!19sChIJq6qqqmZTei4ROBMgh81edhE?authuser=0&hl=en&rclk=1,google_maps,0.8603,0x2e7a5366aaaaaaab_0x11765ecd87201338
Gumuk Pasir Parangkusumo,Tourist attraction,-8.018355,110.319523,Bantul Regency,"Pantai, Parangtritis, Kretek","Jl. Pantai Parangkusumo RT. 1 Grogol 10, Jl. Pantai Parangkusumo No.16",55772,Special Region of Yogyakarta,Yogyakarta,4.5,9682,Setiap hari: 7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,,7.00 am–6.00 pm,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,https://www.google.com/maps/place/Gumuk+Pasir+Parangkusumo/data=!4m7!3m6!1s0x2e7b009013455d2f:0x22e1771beec2dd40!8m2!3d-8.018355!4d110.3195234!16s%2Fg%2F11clt8fcsz!19sChIJL11FE5AAey4RQN3C7ht34SI?authuser=0&hl=en&rclk=1,google_maps,0.8589,0x2e7b009013455d2f_0x22e1771beec2dd40
Desa Wisata Lopati,Tourist attraction,-7.932992,110.255069,Bantul Regency,"Lopati, Trimurti, Srandakan","3783+HHP, RT.92/RW.Lokasi",55762,Special Region of Yogyakarta,Yogyakarta,4.2,317,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Lopati/data=!4m7!3m6!1s0x2e7a55fec2aaf183:0xd810275298135dd8!8m2!3d-7.9329922!4d110.2550693!16s%2Fg%2F1pzs3hzh2!19sChIJg_Gqwv5Vei4R2F0TmFInENg?authuser=0&hl=en&rclk=1,google_maps,0.7041,0x2e7a55fec2aaf183_0xd810275298135dd8
Air Terjun LEPO Dlingo,Tourist attraction,-7.94913,110.471994,Bantul Regency,"Pokoh I, Dlingo","Dusun, Jl. Pokoh",55783,Special Region of Yogyakarta,Yogyakarta,4.2,1376,Setiap hari: 6.00 am–5.00 pm,6.00 am–5.00 pm,6.00 am–5.00 pm,6.00 am–5.00 pm,6.00 am–5.00 pm,6.00 am–5.00 pm,6.00 am–5.00 pm,,6.00 am–5.00 pm,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Air+Terjun+LEPO+Dlingo/data=!4m7!3m6!1s0x2e7a53283fbf95b3:0x45ee4fcd94cfd6f9!8m2!3d-7.9491299!4d110.4719945!16s%2Fg%2F11b6zrx8pn!19sChIJs5W_PyhTei4R-dbPlM1P7kU?authuser=0&hl=en&rclk=1,google_maps,0.7551,0x2e7a53283fbf95b3_0x45ee4fcd94cfd6f9
Raihan Gerabah Batik,Handicraft,-7.845156,110.340565,Bantul Regency,"Karangpule, Tirtonirmolo, Kasihan",Karangpule RT.02,55181,Special Region of Yogyakarta,Yogyakarta,4.6,5,Setiap hari: 8.15 am–3.50 pm,8.15 am–3.50 pm,8.15 am–3.50 pm,8.15 am–3.50 pm,8.15 am–3.50 pm,8.15 am–3.50 pm,8.15 am–3.50 pm,,8.15 am–3.50 pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Raihan+Gerabah+Batik/data=!4m7!3m6!1s0x2e7a573d6b2dd6e5:0xbd3870235b011eb2!8m2!3d-7.8451564!4d110.3405647!16s%2Fg%2F11mw7nkqqk!19sChIJ5dYtaz1Xei4Rsh4BWyNwOL0?authuser=0&hl=en&rclk=1,google_maps,0.6079,0x2e7a573d6b2dd6e5_0xbd3870235b011eb2
Ringin Kasongan ꦫꦶꦔꦶꦤ꧀ꦏꦱꦺꦴꦔꦤ꧀,Handicraft,-7.846514,110.343087,Bantul Regency,"Nyemengan, Tirtonirmolo, Kasihan",Jl. Kasongan No.16,55184,Special Region of Yogyakarta,Yogyakarta,4.5,478,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Ringin+Kasongan+%EA%A6%AB%EA%A6%B6%EA%A6%94%EA%A6%B6%EA%A6%A4%EA%A7%80%EA%A6%8F%EA%A6%B1%EA%A6%BA%EA%A6%B4%EA%A6%94%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2e7a562fd6162b19:0x3e33e59c5847c190!8m2!3d-7.8465139!4d110.3430874!16s%2Fg%2F11df7j74nw!19sChIJGSsW1i9Wei4RkMFHWJzlMz4?authuser=0&hl=en&rclk=1,google_maps,0.7544,0x2e7a562fd6162b19_0x3e33e59c5847c190
Desa Wisata Gerabah Kasongan D.I Yogyakarta,Chinaware store,-2.44565,117.8888,Yogyakarta,,,,Special Region of Yogyakarta,Yogyakarta,4.4,484,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Gerabah+Kasongan+D.I+Yogyakarta/data=!4m7!3m6!1s0x2e7a5629410f43a5:0x52f0622b581aaade!8m2!3d-2.44565!4d117.8888!16s%2Fg%2F11b6p7hqgc!19sChIJpUMPQSlWei4R3qoaWCti8FI?authuser=0&hl=en&rclk=1,google_maps,0.7428,0x2e7a5629410f43a5_0x52f0622b581aaade
MuseumKu Gerabah Timbul Raharjo Kasongan,Museum,-7.843423,110.336849,Bantul Regency,"Kajen, Bangunjiwo, Kasihan",,55184,Special Region of Yogyakarta,Yogyakarta,4.7,1128,Setiap hari: 7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,7.00 am–6.00 pm,,7.00 am–6.00 pm,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/MuseumKu+Gerabah+Timbul+Raharjo+Kasongan/data=!4m7!3m6!1s0x2e7a57eebc818f5b:0xdd1d9708287c31bc!8m2!3d-7.8434231!4d110.3368493!16s%2Fg%2F11shtcjw5h!19sChIJW4-BvO5Xei4RvDF8KAiXHd0?authuser=0&hl=en&rclk=1,google_maps,0.8082,0x2e7a57eebc818f5b_0xdd1d9708287c31bc
Mrajak Keramik Kasongan,Tourist attraction,-7.845234,110.334835,Bantul Regency,"Kajen, Bangunjiwo, Kasihan",Jl. Kasongan No.RT. 03,55184,Special Region of Yogyakarta,Yogyakarta,4.9,174,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.00 am–4.00 pm | Jum: 8.00 am–4.00 pm | Sab: 8.00 am–4.00 pm | Min: Closed,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,Closed,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,https://www.google.com/maps/place/Mrajak+Keramik+Kasongan/data=!4m7!3m6!1s0x2e7a56296cd3e521:0x60a42a6cf8a32741!8m2!3d-7.8452343!4d110.3348355!16s%2Fg%2F11cjpvgpnv!19sChIJIeXTbClWei4RQSej-GwqpGA?authuser=0&hl=en&rclk=1,google_maps,0.7672,0x2e7a56296cd3e521_0x60a42a6cf8a32741
Hanin Craft,Craft store,-7.842531,110.339226,Bantul Regency,"Tirto, Bangunjiwo, Kasihan",Jl. Kasongan,55184,Special Region of Yogyakarta,Yogyakarta,5.0,22,Setiap hari: 8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,8.00 am–8.00 pm,,8.00 am–8.00 pm,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,https://www.google.com/maps/place/Hanin+Craft/data=!4m7!3m6!1s0x2e7a562c36523bcd:0x9486bf44ce22eab8!8m2!3d-7.8425315!4d110.339226!16s%2Fg%2F11b6hrrz2x!19sChIJzTtSNixWei4RuOoizkS_hpQ?authuser=0&hl=en&rclk=1,google_maps,0.7074,0x2e7a562c36523bcd_0x9486bf44ce22eab8
Kasongan Ceramic & Souvenirs,Craft store,-7.844908,110.335838,Bantul Regency,"Kajen, Bangunjiwo, Kasihan","584P+28P, Jl. Kasongan, RT.05/RW.43",55184,Special Region of Yogyakarta,Yogyakarta,4.5,1087,Setiap hari: 8.00 am–8.30 pm,8.00 am–8.30 pm,8.00 am–8.30 pm,8.00 am–8.30 pm,8.00 am–8.30 pm,8.00 am–8.30 pm,8.00 am–8.30 pm,,8.00 am–8.30 pm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Kasongan+Ceramic+%26+Souvenirs/data=!4m7!3m6!1s0x2e7a562946ea2315:0x625252f5b960126a!8m2!3d-7.8449081!4d110.3358384!16s%2Fg%2F1tg_0hk1!19sChIJFSPqRilWei4RahJgufVSUmI?authuser=0&hl=en&rclk=1,google_maps,0.7829,0x2e7a562946ea2315_0x625252f5b960126a
Gapura Kawasan Industri Gerabah Kasongan,Cultural landmark,-7.846771,110.344123,Bantul Regency,"Nyemengan, Tirtonirmolo, Kasihan",583V+7JX,55184,Special Region of Yogyakarta,Yogyakarta,4.7,142,Setiap hari: Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,Open 24 hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Gapura+Kawasan+Industri+Gerabah+Kasongan/data=!4m7!3m6!1s0x2e7a572e370b6043:0x3cc6b5a0b8ac1abd!8m2!3d-7.8467706!4d110.3441232!16s%2Fg%2F11fn8_wxzp!19sChIJQ2ALNy5Xei4RvRqsuKC1xjw?authuser=0&hl=en&rclk=1,google_maps,0.7362,0x2e7a572e370b6043_0x3cc6b5a0b8ac1abd
A Trip Edukasika By CITRA CERAMIC,Pottery classes,-7.845175,110.33752,Bantul Regency,"Kajen, Bangunjiwo, Kasihan",Jl. Kasongan,55184,Special Region of Yogyakarta,Yogyakarta,4.5,36,Setiap hari: 8.00 am–6.00 pm,8.00 am–6.00 pm,8.00 am–6.00 pm,8.00 am–6.00 pm,8.00 am–6.00 pm,8.00 am–6.00 pm,8.00 am–6.00 pm,,8.00 am–6.00 pm,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/A+Trip+Edukasika+By+CITRA+CERAMIC/data=!4m7!3m6!1s0x2e7a562eb5414509:0x4650c5c375db675f!8m2!3d-7.8451752!4d110.3375198!16s%2Fg%2F11dyzlc8lr!19sChIJCUVBtS5Wei4RX2fbdcPFUEY?authuser=0&hl=en&rclk=1,google_maps,0.6645,0x2e7a562eb5414509_0x4650c5c375db675f
Toko Gerabah HRK,Craft store,-7.846142,110.335714,Bantul Regency,"Kajen, Bangunjiwo, Kasihan",Jl. Kasongan No.RT 04,55184,Special Region of Yogyakarta,Yogyakarta,4.3,7,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Toko+Gerabah+HRK/data=!4m7!3m6!1s0x2e7a57608b9daef1:0x6bee07f9ff65b34b!8m2!3d-7.8461419!4d110.3357143!16s%2Fg%2F11k87rfkgg!19sChIJ8a6di2BXei4RS7Nl__kH7ms?authuser=0&hl=en&rclk=1,google_maps,0.5836,0x2e7a57608b9daef1_0x6bee07f9ff65b34b
Putra Insan Keramik & Craft Kasongan Jogja,Pottery store,-7.844992,110.333616,Bantul Regency,"Kajen, Bangunjiwo, Kasihan","Kasongan, Kajen, Jl. Kasongan No.RT. 01",55184,Special Region of Yogyakarta,Yogyakarta,4.6,27,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 8.00 am–4.00 pm | Jum: 8.00 am–4.00 pm | Sab: 8.00 am–4.00 pm | Min: Closed,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,Closed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Putra+Insan+Keramik+%26+Craft+Kasongan+Jogja/data=!4m7!3m6!1s0x2e7a562e4c7460f9:0x10d8a3b4e171314f!8m2!3d-7.8449919!4d110.3336158!16s%2Fg%2F1pzsncs3c!19sChIJ-WB0TC5Wei4RTzFx4bSj2BA?authuser=0&hl=en&rclk=1,google_maps,0.6665,0x2e7a562e4c7460f9_0x10d8a3b4e171314f
Desa Wisata Gerabah Kasongan Bantul,Tourist attraction,-7.845185,110.33502,Bantul Regency,"Jetis, Bangunjiwo, Kasihan",Jl. Kasongan No.RT 03,55184,Special Region of Yogyakarta,Yogyakarta,3.7,3,Setiap hari: 8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,8.00 am–5.00 pm,,8.00 am–5.00 pm,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,https://www.google.com/maps/place/Desa+Wisata+Gerabah+Kasongan+Bantul/data=!4m7!3m6!1s0x2e7af93e053128a7:0xc08e27fe56012b74!8m2!3d-7.8451854!4d110.3350201!16s%2Fg%2F11j1g480tn!19sChIJpygxBT75ei4RdCsBVv4njsA?authuser=0&hl=en&rclk=1,google_maps,0.4822,0x2e7af93e053128a7_0xc08e27fe56012b74
Dwiyanto Ceramic Mujiyo & Pusat Pelatihan Gerabah Kasongan,Craft store,-7.845228,110.336649,Bantul Regency,"Kajen, Bangunjiwo, Kasihan","583P+WM2, Jl. Kasongan",55184,Special Region of Yogyakarta,Yogyakarta,4.6,16,Setiap hari: 8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,8.00 am–9.00 pm,,8.00 am–9.00 pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Dwiyanto+Ceramic+Mujiyo+%26+Pusat+Pelatihan+Gerabah+Kasongan/data=!4m7!3m6!1s0x2e7a562eca3235ab:0xd7de9a882b4f0ad9!8m2!3d-7.8452282!4d110.3366486!16s%2Fg%2F11b6npqbpx!19sChIJqzUyyi5Wei4R2QpPK4ia3tc?authuser=0&hl=en&rclk=1,google_maps,0.6483,0x2e7a562eca3235ab_0xd7de9a882b4f0ad9
gerabah jogja,Craft store,-7.845125,110.335728,Bantul Regency,"Kajen, Bangunjiwo, Kasihan",Jl. Kasongan,55184,Special Region of Yogyakarta,Yogyakarta,3.8,11,Setiap hari: 8.00 am–4.30 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,8.00 am–4.30 pm,,8.00 am–4.30 pm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/gerabah+jogja/data=!4m7!3m6!1s0x2e7a5629474d1ffb:0xebfe16019cbb2c2f!8m2!3d-7.845125!4d110.335728!16s%2Fg%2F11b6nv6dx8!19sChIJ-x9NRylWei4RLyy7nAEW_us?authuser=0&hl=en&rclk=1,google_maps,0.5393,0x2e7a5629474d1ffb_0xebfe16019cbb2c2f
Lempung Gerabah Kasongan jogja,Shopping mall,-7.846373,110.341626,Bantul Regency,"Karangpule, Tamantirto, Kasihan",Jl. Kasongan No.49,55184,Special Region of Yogyakarta,Yogyakarta,4.9,29,Sen: 8.00 am–4.00 pm | Sel: 8.00 am–4.00 pm | Rab: 8.00 am–4.00 pm | Kam: 9.00 am–5.00 pm | Jum: 8.00 am–4.00 pm | Sab: 8.00 am–4.00 pm | Min: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,9.00 am–5.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,8.00 am–4.00 pm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Lempung+Gerabah+Kasongan+jogja/data=!4m7!3m6!1s0x2e7a571806c578df:0x5440e1000039380!8m2!3d-7.8463732!4d110.3416258!16s%2Fg%2F11l2c1jwfz!19sChIJ33jFBhhXei4RgJMDABAORAU?authuser=0&hl=en&rclk=1,google_maps,0.705,0x2e7a571806c578df_0x5440e1000039380
Desa Wisata Gerabah Kasongan - Citra Ceramic ( PUSAT PELATIHAN GERABAH ),Training center,-7.845175,110.337492,Bantul Regency,"Kajen, Bangunjiwo, Kasihan","Jl. Raya Kasongan RT.06 Sentanan, Jl. Kasongan No.217",55184,Special Region of Yogyakarta,Yogyakarta,5.0,97,Setiap hari: 8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,8.00 am–4.00 pm,,8.00 am–4.00 pm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://www.google.com/maps/place/Desa+Wisata+Gerabah+Kasongan+-+Citra+Ceramic+%28+PUSAT+PELATIHAN+GERABAH+%29/data=!4m7!3m6!1s0x2e7a562ec8198321:0xbd69559b6f113e93!8m2!3d-7.8451748!4d110.3374918!16s%2Fg%2F11c561gxf5!19sChIJIYMZyC5Wei4Rkz4Rb5tVab0?authuser=0&hl=en&rclk=1,google_maps,0.7589,0x2e7a562ec8198321_0xbd69559b6f113e93
Kasongan Craft - Antique Handicraft Shop Indonesia,Craft store,-7.846442,110.344148,Bantul Regency,"Nyemengan, Tirtonirmolo, Kasihan",Jl. Kasongan No.55551,55551,Special Region of Yogyakarta,Yogyakarta,4.7,36,Sen: 9.00 am–4.00 pm | Sel: 9.00 am–4.00 pm | Rab: 9.00 am–4.00 pm | Kam: 9.00 am–4.00 pm | Jum: 9.00 am–4.00 pm | Sab: 9.00 am–3.30 pm | Min: Closed,9.00 am–4.00 pm,9.00 am–4.00 pm,9.00 am–4.00 pm,9.00 am–4.00 pm,9.00 am–4.00 pm,9.00 am–3.30 pm,,Closed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,https://www.google.com/maps/place/Kasongan+Craft+-+Antique+Handicraft+Shop+Indonesia/data=!4m7!3m6!1s0x2e7a563010f71ad5:0x79c8dc2190162d83!8m2!3d-7.8464415!4d110.344148!16s%2Fg%2F1pzwb2bfh!19sChIJ1Rr3EDBWei4Rgy0WkCHcyHk?authuser=0&hl=en&rclk=1,google_maps,0.6885,0x2e7a563010f71ad5_0x79c8dc2190162d83
